NumID,Honest,total time,foundTxMin,Validation time,successful
,,4,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false

509615510,true,,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,1,false,-1,false
,,1,false,-1,false
,,2,false,-1,false
,,1,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,1,false,-1,false
,,2,false,-1,false
,,1,false,-1,false
,,1,false,-1,false
,,1,false,-1,false
,,1,false,-1,false
,,1,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,1,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,1,false,-1,false
,,2,false,-1,false
,,2,false,-1,false

811313778,true,,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false

572983130,true,,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false

464226907,true,,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,1,false,-1,false
,,1,false,-1,false
,,1,false,-1,false
,,1,false,-1,false
,,1,false,-1,false
,,1,false,-1,false
,,1,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,1,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,1,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,1,false,-1,false
,,2,false,-1,false
,,1,false,-1,false
,,1,false,-1,false
,,1,false,-1,false
,,2,false,-1,false
,,1,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,1,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,1,false,-1,false
,,2,false,-1,false
,,1,false,-1,false
,,1,false,-1,false
,,1,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,1,false,-1,false
,,2,false,-1,false
,,1,false,-1,false
,,2,false,-1,false
,,1,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,1,false,-1,false
,,1,false,-1,false
,,1,false,-1,false
,,1,false,-1,false
,,1,false,-1,false
,,1,false,-1,false
,,2,false,-1,false
,,1,false,-1,false
,,2,false,-1,false
,,1,false,-1,false
,,1,false,-1,false
,,2,false,-1,false
,,1,false,-1,false

79118557,true,,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,5,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false

359613581,true,,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,1,false,-1,false
,,2,false,-1,false
,,1,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false

526559548,true,,,4,false,-1,false
,,5,false,-1,false
,,5,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,5,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false

366591494,true,,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false

1013945791,true,,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,5,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false

46057318,true,,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,5,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,5,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,5,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,5,false,-1,false
,,4,false,-1,false
,,8,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,5,false,-1,false
,,5,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,5,false,-1,false
,,5,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,5,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,3,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,5,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,3,false,-1,false
,,3,false,-1,false
,,2,false,-1,false
,,2,false,-1,false

290581567,true,,,5,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,5,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,5,false,-1,false
,,5,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,5,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,5,false,-1,false
,,4,false,-1,false
,,5,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,5,false,-1,false
,,5,false,-1,false
,,4,false,-1,false
,,5,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,5,false,-1,false
,,4,false,-1,false
,,5,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,5,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,5,false,-1,false
,,5,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,5,false,-1,false
,,4,false,-1,false
,,4,false,-1,false
,,5,false,-1,false
